sub,network1,roi1,network2,roi2,roi_similarity,network_similarity,corr
sub-100610,Dorsal,V3a,Ventral,VO1,different,different,-0.12411193302994288
sub-100610,Dorsal,V3a,Ventral,VO2,different,different,-0.4606494287694772
sub-100610,Dorsal,V3a,Ventral,PHC1,different,different,-0.3931218787322903
sub-100610,Dorsal,V3a,Ventral,PHC2,different,different,-0.41013281221855696
sub-100610,Dorsal,V3a,Lateral,LO1,different,different,0.022859681135384592
sub-100610,Dorsal,V3a,Lateral,LO2,different,different,0.5480569639146518
sub-100610,Dorsal,V3a,Lateral,hMT,different,different,0.3147532772964149
sub-100610,Dorsal,V3a,Lateral,MST,different,different,0.302943129225349
sub-100610,Dorsal,V3a,Dorsal,V3a,same,same,0.4650972380967918
sub-100610,Dorsal,V3a,Dorsal,V3b,different,same,0.36734388224829256
sub-100610,Dorsal,V3a,Dorsal,IPS0,different,same,0.5575042024527528
sub-100610,Dorsal,V3a,Dorsal,IPS1,different,same,0.44319186413053724
sub-100610,Dorsal,V3a,Dorsal,IPS2,different,same,0.42142399962867183
sub-100610,Dorsal,V3a,Dorsal,IPS3,different,same,0.41497410853625666
sub-100610,Dorsal,V3a,Dorsal,IPS4,different,same,0.4074647908802436
sub-100610,Dorsal,V3a,Dorsal,IPS5,different,same,0.5210916503208524
sub-100610,Dorsal,V3a,Dorsal,SPL1,different,same,0.38635839780480197
sub-100610,Dorsal,V3b,Occipital,V1v,different,different,0.5188117051690985
sub-100610,Dorsal,V3b,Occipital,V1d,different,different,0.5793502892056498
sub-100610,Dorsal,V3b,Occipital,V2v,different,different,0.42023836200073467
sub-100610,Dorsal,V3b,Occipital,V2d,different,different,0.6890324031941294
sub-100610,Dorsal,V3b,Occipital,V3v,different,different,0.37232890606971486
sub-100610,Dorsal,V3b,Occipital,V3d,different,different,0.7625632283376675
sub-100610,Dorsal,V3b,Ventral,hV4,different,different,0.5071848947156031
sub-100610,Dorsal,V3b,Ventral,VO1,different,different,0.28053761901517715
sub-100610,Dorsal,V3b,Ventral,VO2,different,different,-0.21751478434137744
sub-100610,Dorsal,V3b,Ventral,PHC1,different,different,-0.2994823292824112
sub-100610,Dorsal,V3b,Ventral,PHC2,different,different,-0.2655891926623101
sub-100610,Dorsal,V3b,Lateral,LO1,different,different,0.3369610487858767
sub-100610,Dorsal,V3b,Lateral,LO2,different,different,0.6150204087517933
sub-100610,Dorsal,V3b,Lateral,hMT,different,different,0.4780638448970851
sub-100610,Dorsal,V3b,Lateral,MST,different,different,0.7107230545076717
sub-100610,Dorsal,V3b,Dorsal,V3a,different,same,0.6550238229261668
sub-100610,Dorsal,V3b,Dorsal,V3b,same,same,0.7593641414130176
sub-100610,Dorsal,V3b,Dorsal,IPS0,different,same,0.27594495076291303
sub-100610,Dorsal,V3b,Dorsal,IPS1,different,same,0.15724020417221288
sub-100610,Dorsal,V3b,Dorsal,IPS2,different,same,0.025526696126492637
sub-100610,Dorsal,V3b,Dorsal,IPS3,different,same,-0.0056648805407544
sub-100610,Dorsal,V3b,Dorsal,IPS4,different,same,0.055371043880147575
sub-100610,Dorsal,V3b,Dorsal,IPS5,different,same,0.0823165667190329
sub-100610,Dorsal,V3b,Dorsal,SPL1,different,same,0.03687769066601426
sub-100610,Dorsal,IPS0,Occipital,V1v,different,different,-0.17794354831673465
sub-100610,Dorsal,IPS0,Occipital,V1d,different,different,-0.04473373124013422
sub-100610,Dorsal,IPS0,Occipital,V2v,different,different,-0.312928166599275
sub-100610,Dorsal,IPS0,Occipital,V2d,different,different,-0.07960705265941842
sub-100610,Dorsal,IPS0,Occipital,V3v,different,different,-0.36666355220316516
sub-100610,Dorsal,IPS0,Occipital,V3d,different,different,0.0771577633046282
sub-100610,Dorsal,IPS0,Ventral,hV4,different,different,-0.3556983340063573
sub-100610,Dorsal,IPS0,Ventral,VO1,different,different,-0.4461692759515425
sub-100610,Dorsal,IPS0,Ventral,VO2,different,different,-0.6210567101982566
sub-100610,Dorsal,IPS0,Ventral,PHC1,different,different,-0.5108931272316816
sub-100610,Dorsal,IPS0,Ventral,PHC2,different,different,-0.5329609964868507
sub-100610,Dorsal,IPS0,Lateral,LO1,different,different,0.004572258519329392
sub-100610,Dorsal,IPS0,Lateral,LO2,different,different,0.2609428295952143
sub-100610,Dorsal,IPS0,Lateral,hMT,different,different,0.12500855961701038
sub-100610,Dorsal,IPS0,Lateral,MST,different,different,-0.06706435936034229
sub-100610,Dorsal,IPS0,Dorsal,V3a,different,same,0.09463956590901902
sub-100610,Dorsal,IPS0,Dorsal,V3b,different,same,0.10331946811832261
sub-100610,Dorsal,IPS0,Dorsal,IPS0,same,same,0.559547749073985
sub-100610,Dorsal,IPS0,Dorsal,IPS1,different,same,0.5095446489486245
sub-100610,Dorsal,IPS0,Dorsal,IPS2,different,same,0.5889833651043357
sub-100610,Dorsal,IPS0,Dorsal,IPS3,different,same,0.595677991564546
sub-100610,Dorsal,IPS0,Dorsal,IPS4,different,same,0.5437117682977701
sub-100610,Dorsal,IPS0,Dorsal,IPS5,different,same,0.6644994697626396
sub-100610,Dorsal,IPS0,Dorsal,SPL1,different,same,0.5818210611191003
sub-100610,Dorsal,IPS1,Occipital,V1v,different,different,-0.3310733932080969
sub-100610,Dorsal,IPS1,Occipital,V1d,different,different,-0.2997171980167074
sub-100610,Dorsal,IPS1,Occipital,V2v,different,different,-0.48621984617902625
sub-100610,Dorsal,IPS1,Occipital,V2d,different,different,-0.3027144121797075
sub-100610,Dorsal,IPS1,Occipital,V3v,different,different,-0.5649881748381156
sub-100610,Dorsal,IPS1,Occipital,V3d,different,different,-0.14858858817945247
sub-100610,Dorsal,IPS1,Ventral,hV4,different,different,-0.5813470591281888
sub-100610,Dorsal,IPS1,Ventral,VO1,different,different,-0.6392258447242709
sub-100610,Dorsal,IPS1,Ventral,VO2,different,different,-0.696352957992098
sub-100610,Dorsal,IPS1,Ventral,PHC1,different,different,-0.5436121228503302
sub-100610,Dorsal,IPS1,Ventral,PHC2,different,different,-0.5194429677153034
sub-100610,Dorsal,IPS1,Lateral,LO1,different,different,-0.15339952865736897
sub-100610,Dorsal,IPS1,Lateral,LO2,different,different,0.10073553636221191
sub-100610,Dorsal,IPS1,Lateral,hMT,different,different,-0.05011577003639915
sub-100610,Dorsal,IPS1,Lateral,MST,different,different,-0.21818949735312326
sub-100610,Dorsal,IPS1,Dorsal,V3a,different,same,-0.07521246600357225
sub-100610,Dorsal,IPS1,Dorsal,V3b,different,same,0.00891719815396964
sub-100610,Dorsal,IPS1,Dorsal,IPS0,different,same,0.459119909906241
sub-100610,Dorsal,IPS1,Dorsal,IPS1,same,same,0.6603596311569204
sub-100610,Dorsal,IPS1,Dorsal,IPS2,different,same,0.6864296779064474
sub-100610,Dorsal,IPS1,Dorsal,IPS3,different,same,0.7134728775392293
sub-100610,Dorsal,IPS1,Dorsal,IPS4,different,same,0.6344837348267403
sub-100610,Dorsal,IPS1,Dorsal,IPS5,different,same,0.7348118623435319
sub-100610,Dorsal,IPS1,Dorsal,SPL1,different,same,0.6888769458992329
sub-100610,Dorsal,IPS2,Occipital,V1v,different,different,-0.27630129895797517
sub-100610,Dorsal,IPS2,Occipital,V1d,different,different,-0.22819742649485297
sub-100610,Dorsal,IPS2,Occipital,V2v,different,different,-0.4485377594764177
sub-100610,Dorsal,IPS2,Occipital,V2d,different,different,-0.2540445764794491
sub-100610,Dorsal,IPS2,Occipital,V3v,different,different,-0.5712717646515061
sub-100610,Dorsal,IPS2,Occipital,V3d,different,different,-0.1021158540733478
sub-100610,Dorsal,IPS2,Ventral,hV4,different,different,-0.5667039443659581
sub-100610,Dorsal,IPS2,Ventral,VO1,different,different,-0.6737768700428279
sub-100610,Dorsal,IPS2,Ventral,VO2,different,different,-0.7408504965901344
sub-100610,Dorsal,IPS2,Ventral,PHC1,different,different,-0.5679225089111262
sub-100610,Dorsal,IPS2,Ventral,PHC2,different,different,-0.6185463026965233
sub-100610,Dorsal,IPS2,Lateral,LO1,different,different,-0.1544078237461049
sub-100610,Dorsal,IPS2,Lateral,LO2,different,different,0.06250579384339426
sub-100610,Dorsal,IPS2,Lateral,hMT,different,different,-0.02105439564079607
sub-100610,Dorsal,IPS2,Lateral,MST,different,different,-0.2527748859496495
sub-100610,Dorsal,IPS2,Dorsal,V3a,different,same,-0.05424137305839218
sub-100610,Dorsal,IPS2,Dorsal,V3b,different,same,0.022865599451877678
sub-100610,Dorsal,IPS2,Dorsal,IPS0,different,same,0.4561585535215909
sub-100610,Dorsal,IPS2,Dorsal,IPS1,different,same,0.5549658863476399
sub-100610,Dorsal,IPS2,Dorsal,IPS2,same,same,0.7217570414164802
sub-100610,Dorsal,IPS2,Dorsal,IPS3,different,same,0.688053012553415
sub-100610,Dorsal,IPS2,Dorsal,IPS4,different,same,0.5877566754057303
sub-100610,Dorsal,IPS2,Dorsal,IPS5,different,same,0.7315718513083331
sub-100610,Dorsal,IPS2,Dorsal,SPL1,different,same,0.6652337979670281
sub-100610,Dorsal,IPS3,Occipital,V1v,different,different,-0.29284389632344343
sub-100610,Dorsal,IPS3,Occipital,V1d,different,different,-0.20298723839566496
sub-100610,Dorsal,IPS3,Occipital,V2v,different,different,-0.41684934960191306
sub-100610,Dorsal,IPS3,Occipital,V2d,different,different,-0.23488586012037393
sub-100610,Dorsal,IPS3,Occipital,V3v,different,different,-0.5089447418298402
sub-100610,Dorsal,IPS3,Occipital,V3d,different,different,-0.09478443932380898
sub-100610,Dorsal,IPS3,Ventral,hV4,different,different,-0.527582626040923
sub-100610,Dorsal,IPS3,Ventral,VO1,different,different,-0.6046813457190583
sub-100610,Dorsal,IPS3,Ventral,VO2,different,different,-0.694800084344645
sub-100610,Dorsal,IPS3,Ventral,PHC1,different,different,-0.5618845542679013
sub-100610,Dorsal,IPS3,Ventral,PHC2,different,different,-0.5649699271821298
sub-100610,Dorsal,IPS3,Lateral,LO1,different,different,-0.1384015134046959
sub-100610,Dorsal,IPS3,Lateral,LO2,different,different,0.12651189413509403
sub-100610,Dorsal,IPS3,Lateral,hMT,different,different,0.013071462972970857
sub-100610,Dorsal,IPS3,Lateral,MST,different,different,-0.18216476675298457
sub-100610,Dorsal,IPS3,Dorsal,V3a,different,same,-0.0523566948116198
sub-100610,Dorsal,IPS3,Dorsal,V3b,different,same,-0.006451203650516948
sub-100610,Dorsal,IPS3,Dorsal,IPS0,different,same,0.4784348568454659
sub-100610,Dorsal,IPS3,Dorsal,IPS1,different,same,0.610762557822501
sub-100610,Dorsal,IPS3,Dorsal,IPS2,different,same,0.7124978368537154
sub-100610,Dorsal,IPS3,Dorsal,IPS3,same,same,0.7585461769937337
sub-100610,Dorsal,IPS3,Dorsal,IPS4,different,same,0.6192065224243944
sub-100610,Dorsal,IPS3,Dorsal,IPS5,different,same,0.7459962808781465
sub-100610,Dorsal,IPS3,Dorsal,SPL1,different,same,0.6938984113114686
sub-100610,Dorsal,IPS4,Occipital,V1v,different,different,-0.2808600756774033
sub-100610,Dorsal,IPS4,Occipital,V1d,different,different,-0.23667558062445915
sub-100610,Dorsal,IPS4,Occipital,V2v,different,different,-0.4557889520754954
sub-100610,Dorsal,IPS4,Occipital,V2d,different,different,-0.27857574116420913
sub-100610,Dorsal,IPS4,Occipital,V3v,different,different,-0.5452274528564544
sub-100610,Dorsal,IPS4,Occipital,V3d,different,different,-0.13625681362193098
sub-100610,Dorsal,IPS4,Ventral,hV4,different,different,-0.5435714169974717
sub-100610,Dorsal,IPS4,Ventral,VO1,different,different,-0.6680737007911489
sub-100610,Dorsal,IPS4,Ventral,VO2,different,different,-0.7296548554675076
sub-100610,Dorsal,IPS4,Ventral,PHC1,different,different,-0.5623444671708805
sub-100610,Dorsal,IPS4,Ventral,PHC2,different,different,-0.5703915887604034
sub-100610,Dorsal,IPS4,Lateral,LO1,different,different,-0.2144280037785464
sub-100610,Dorsal,IPS4,Lateral,LO2,different,different,0.09682630459820428
sub-100610,Dorsal,IPS4,Lateral,hMT,different,different,-0.006228217074967201
sub-100610,Dorsal,IPS4,Lateral,MST,different,different,-0.240640032025601
sub-100610,Dorsal,IPS4,Dorsal,V3a,different,same,-0.050889939543360595
sub-100610,Dorsal,IPS4,Dorsal,V3b,different,same,-0.009014758814662035
sub-100610,Dorsal,IPS4,Dorsal,IPS0,different,same,0.4722958557732248
sub-100610,Dorsal,IPS4,Dorsal,IPS1,different,same,0.627938595020325
sub-100610,Dorsal,IPS4,Dorsal,IPS2,different,same,0.7096309675858011
sub-100610,Dorsal,IPS4,Dorsal,IPS3,different,same,0.7018689940213648
sub-100610,Dorsal,IPS4,Dorsal,IPS4,same,same,0.6667202843773283
sub-100610,Dorsal,IPS4,Dorsal,IPS5,different,same,0.7362993791443055
sub-100610,Dorsal,IPS4,Dorsal,SPL1,different,same,0.7269826836525867
sub-100610,Dorsal,IPS5,Occipital,V1v,different,different,-0.44221495484342865
sub-100610,Dorsal,IPS5,Occipital,V1d,different,different,-0.4278592708961624
sub-100610,Dorsal,IPS5,Occipital,V2v,different,different,-0.5790473625193472
sub-100610,Dorsal,IPS5,Occipital,V2d,different,different,-0.48451091929756246
sub-100610,Dorsal,IPS5,Occipital,V3v,different,different,-0.6145372794771232
sub-100610,Dorsal,IPS5,Occipital,V3d,different,different,-0.40525778174190835
sub-100610,Dorsal,IPS5,Ventral,hV4,different,different,-0.6998895947770273
sub-100610,Dorsal,IPS5,Ventral,VO1,different,different,-0.619316737112871
sub-100610,Dorsal,IPS5,Ventral,VO2,different,different,-0.5556140284798579
sub-100610,Dorsal,IPS5,Ventral,PHC1,different,different,-0.4310611718998966
sub-100610,Dorsal,IPS5,Ventral,PHC2,different,different,-0.3830525178772943
sub-100610,Dorsal,IPS5,Lateral,LO1,different,different,-0.27360752429615937
sub-100610,Dorsal,IPS5,Lateral,LO2,different,different,-0.0883624801332241
sub-100610,Dorsal,IPS5,Lateral,hMT,different,different,-0.1681610753190862
sub-100610,Dorsal,IPS5,Lateral,MST,different,different,-0.46561024372396004
sub-100610,Dorsal,IPS5,Dorsal,V3a,different,same,-0.21275660651452236
sub-100610,Dorsal,IPS5,Dorsal,V3b,different,same,-0.20548456606965237
sub-100610,Dorsal,IPS5,Dorsal,IPS0,different,same,0.35554991584433593
sub-100610,Dorsal,IPS5,Dorsal,IPS1,different,same,0.5587152031398843
sub-100610,Dorsal,IPS5,Dorsal,IPS2,different,same,0.7298568892466335
sub-100610,Dorsal,IPS5,Dorsal,IPS3,different,same,0.6864470921581562
sub-100610,Dorsal,IPS5,Dorsal,IPS4,different,same,0.6007237146471639
sub-100610,Dorsal,IPS5,Dorsal,IPS5,same,same,0.7679546855119439
sub-100610,Dorsal,IPS5,Dorsal,SPL1,different,same,0.6854110092926425
sub-100610,Dorsal,SPL1,Occipital,V1v,different,different,-0.27687359187198846
sub-100610,Dorsal,SPL1,Occipital,V1d,different,different,-0.2266902366412734
sub-100610,Dorsal,SPL1,Occipital,V2v,different,different,-0.426069271171488
sub-100610,Dorsal,SPL1,Occipital,V2d,different,different,-0.22950906652867312
sub-100610,Dorsal,SPL1,Occipital,V3v,different,different,-0.5494103106837367
sub-100610,Dorsal,SPL1,Occipital,V3d,different,different,-0.1253228395701548
sub-100610,Dorsal,SPL1,Ventral,hV4,different,different,-0.558535889334287
sub-100610,Dorsal,SPL1,Ventral,VO1,different,different,-0.6711665790410275
sub-100610,Dorsal,SPL1,Ventral,VO2,different,different,-0.7619085171088589
sub-100610,Dorsal,SPL1,Ventral,PHC1,different,different,-0.5882034092338121
sub-100610,Dorsal,SPL1,Ventral,PHC2,different,different,-0.6351715080209628
sub-100610,Dorsal,SPL1,Lateral,LO1,different,different,-0.10868756832221194
sub-100610,Dorsal,SPL1,Lateral,LO2,different,different,0.05950970115227296
sub-100610,Dorsal,SPL1,Lateral,hMT,different,different,0.006118370558644041
sub-100610,Dorsal,SPL1,Lateral,MST,different,different,-0.20425949287980968
sub-100610,Dorsal,SPL1,Dorsal,V3a,different,same,-0.016189561179449984
sub-100610,Dorsal,SPL1,Dorsal,V3b,different,same,0.05569843937739586
sub-100610,Dorsal,SPL1,Dorsal,IPS0,different,same,0.5205065312056408
sub-100610,Dorsal,SPL1,Dorsal,IPS1,different,same,0.6625681326462683
sub-100610,Dorsal,SPL1,Dorsal,IPS2,different,same,0.7421454878079207
sub-100610,Dorsal,SPL1,Dorsal,IPS3,different,same,0.7456027183502794
sub-100610,Dorsal,SPL1,Dorsal,IPS4,different,same,0.7051097177233949
sub-100610,Dorsal,SPL1,Dorsal,IPS5,different,same,0.7704755608459288
sub-100610,Dorsal,SPL1,Dorsal,SPL1,same,same,0.7726730001891556
sub-102311,Occipital,V1v,Occipital,V1v,same,same,0.8755430744078935
sub-102311,Occipital,V1v,Occipital,V1d,different,same,0.7314416316257158
sub-102311,Occipital,V1v,Occipital,V2v,different,same,0.7111374122770243
sub-102311,Occipital,V1v,Occipital,V2d,different,same,0.6176785389436958
sub-102311,Occipital,V1v,Occipital,V3v,different,same,0.5611192478536937
sub-102311,Occipital,V1v,Occipital,V3d,different,same,0.4476977208620807
sub-102311,Occipital,V1v,Ventral,hV4,different,different,0.4715253453928656
sub-102311,Occipital,V1v,Ventral,VO1,different,different,0.34295123386991666
sub-102311,Occipital,V1v,Ventral,VO2,different,different,0.12647715851976446
sub-102311,Occipital,V1v,Ventral,PHC1,different,different,0.05825450226909582
sub-102311,Occipital,V1v,Ventral,PHC2,different,different,0.05179837071383849
sub-102311,Occipital,V1v,Lateral,LO1,different,different,-0.3945227344361368
sub-102311,Occipital,V1v,Lateral,LO2,different,different,-0.24854837289235351
sub-102311,Occipital,V1v,Lateral,hMT,different,different,-0.24887556400319782
sub-102311,Occipital,V1v,Lateral,MST,different,different,0.17153958290888685
sub-102311,Occipital,V1v,Dorsal,V3a,different,different,-0.12383879446830523
sub-102311,Occipital,V1v,Dorsal,V3b,different,different,0.17184021474624436
sub-102311,Occipital,V1v,Dorsal,IPS0,different,different,-0.5111351897149549
sub-102311,Occipital,V1v,Dorsal,IPS1,different,different,-0.529710573882273
sub-102311,Occipital,V1v,Dorsal,IPS2,different,different,-0.4794223053122805
sub-102311,Occipital,V1v,Dorsal,IPS3,different,different,-0.5634302182110921
sub-102311,Occipital,V1v,Dorsal,IPS4,different,different,-0.5599813629726503
sub-102311,Occipital,V1v,Dorsal,IPS5,different,different,-0.6030015130713233
sub-102311,Occipital,V1v,Dorsal,SPL1,different,different,-0.5059167646490551
sub-102311,Occipital,V1d,Occipital,V1v,different,same,0.8639475336304576
sub-102311,Occipital,V1d,Occipital,V1d,same,same,0.8999516904745519
sub-102311,Occipital,V1d,Occipital,V2v,different,same,0.8155454661137661
sub-102311,Occipital,V1d,Occipital,V2d,different,same,0.6565465451607012
sub-102311,Occipital,V1d,Occipital,V3v,different,same,0.5859145624250506
sub-102311,Occipital,V1d,Occipital,V3d,different,same,0.47158655206639616
